userId,movieId,rating,timestamp
6,33,5.0,1261397836
6,36,5.0,1261165716
6,21,2.0,1261424022
6,5,3.5,1261011764
6,44,4.5,1261499427
6,27,3.5,1261614474
6,11,2.0,1261114612
6,35,4.0,1261206556
6,43,4.0,1261334581
6,17,2.5,1260950475
6,38,4.0,1261065063
6,8,1.0,1261449607
6,7,2.5,1261243963
6,39,4.0,1260818101
6,41,5.0,1261649617
6,57,3.5,1261119260
6,23,2.5,1261409419
6,46,3.0,1261306577
6,19,2.5,1261030967
6,31,5.0,1260768540
6,10,2.0,1261310951
6,3,3.0,1261125326
7,2,2.5,1261096497
7,47,4.5,1261602890
7,59,4.5,1260762267
7,32,5.0,1261583945
7,49,5.0,1260890484
7,35,3.0,1261710000
7,46,5.0,1260982992
7,58,4.5,1261322044
7,11,2.0,1261592727
7,4,1.5,1261628474
7,6,1.5,1261583273
7,1,1.0,1261711415
7,8,1.5,1261159573
7,51,4.5,1261065955
7,7,1.5,1261354468
7,21,3.5,1261613882
8,13,5.0,1260833460
8,30,3.0,1261290089
8,24,4.0,1260938208
8,14,5.0,1260990915
8,11,5.0,1261196477
8,4,4.0,1260936804
8,2,4.5,1261477216
8,58,2.5,1261564497
8,51,1.0,1261371380
8,12,4.0,1261048106
8,57,1.5,1261194564
8,43,4.5,1260997067
8,22,3.0,1261716766
8,23,4.0,1261636699
8,3,4.5,1261503699
8,41,4.0,1260962196
8,34,3.0,1260785790
8,8,4.5,1261207345
8,48,1.5,1261298773
8,56,1.5,1261288036
8,59,1.5,1261549141
8,60,3.0,1261470131
8,5,5.0,1260915542
9,40,2.5,1260770023
9,36,2.5,1261147043
9,20,4.0,1261664588
9,25,4.5,1261329715
9,28,5.0,1261123167
9,14,3.0,1261446281
9,29,4.5,1260886016
9,26,4.5,1261256562
9,47,3.5,1261651048
9,59,1.0,1261076428
9,30,5.0,1261449907
9,23,4.5,1261310820
9,7,4.0,1260877012
9,56,2.5,1261339466
9,37,2.0,1261334278
9,12,4.0,1261742049
9,18,5.0,1261176009
9,19,4.5,1260927964
9,22,4.0,1260820813
9,60,4.0,1261684919
9,27,5.0,1260887778
9,48,3.5,1260894230
9,55,1.5,1261028114
10,36,4.5,1261040342
10,7,1.0,1260803238
10,6,2.0,1261623141
10,11,2.0,1261074826
10,3,4.0,1261086359
10,8,1.0,1260765949
10,40,5.0,1261487913
10,35,4.5,1261699890
10,42,4.0,1261096889
10,48,4.5,1261074557
10,37,4.5,1261063462
10,41,4.5,1260829390
10,30,3.5,1261326376
10,19,2.5,1261192027
10,17,1.5,1260975464
10,20,1.5,1261565395
10,47,4.0,1261647900
10,4,4.0,1261559820
10,34,4.5,1261387861
10,32,5.0,1261426375
10,45,4.5,1261420614
10,23,1.0,1261257870
10,58,3.5,1261420450
10,10,1.0,1260783071
10,44,4.0,1261671259
11,32,4.0,1261231930
11,57,4.0,1261277862
11,44,3.5,1261676559
11,60,4.5,1261148593
11,48,5.0,1260826661
11,12,1.5,1261431108
11,55,4.0,1260905106
11,25,3.0,1261681630
11,2,2.0,1261628270
11,46,4.5,1261321926
11,27,3.0,1260877033
11,7,1.5,1261388474
11,23,3.0,1261329559
11,21,3.0,1261132220
11,5,1.0,1260760062
11,39,3.0,1260854462
11,51,4.0,1261529173
11,43,3.0,1261387880
11,9,1.5,1261158384
11,28,3.5,1261226010
11,1,2.0,1261145193
11,56,4.0,1260785069
12,34,3.0,1260883040
12,39,3.0,1261177034
12,35,3.0,1261549756
12,13,5.0,1261714614
12,12,5.0,1261062571
12,54,2.5,1260881883
12,41,4.0,1261676621
12,9,4.5,1261558666
12,24,4.0,1261598873
12,56,1.5,1261100383
12,1,4.5,1261633668
12,8,5.0,1260896541
12,22,4.0,1260823323
12,51,1.5,1260939448
12,4,5.0,1260994659
12,49,1.0,1260863537
13,22,5.0,1261666533
13,31,2.0,1261538554
13,17,4.0,1261281244
13,28,4.5,1261676581
13,29,4.5,1261566043
13,9,3.0,1261497345
13,23,4.5,1261588735
13,11,3.5,1261443647
13,59,1.5,1260902026
13,48,3.5,1261748024
13,21,5.0,1260908646
13,36,1.5,1261351016
13,41,4.0,1261197774
13,32,1.5,1261673228
13,27,5.0,1261680522
13,26,4.5,1261324445
13,24,5.0,1260855646
13,56,2.0,1261249025
13,51,1.0,1261102054
13,58,2.5,1261026552
13,16,4.5,1261161662
13,39,1.5,1261334644
13,57,1.0,1261612088
13,18,5.0,1260791154
13,40,2.0,1261124821
13,35,1.0,1261604633
13,52,2.0,1261002322
13,12,3.5,1261329485
14,35,4.0,1261429688
14,30,3.0,1260989203
14,33,4.5,1261454275
14,38,4.5,1261264155
14,34,5.0,1261074172
14,36,5.0,1261597761
14,31,5.0,1261479670
14,43,5.0,1261009869
14,2,3.0,1260934399
14,37,5.0,1260937954
14,41,4.5,1261622021
14,45,4.5,1260891717
14,54,3.0,1261138862
14,25,4.0,1260859158
14,18,1.5,1261191498
14,32,4.5,1261089388
14,21,1.5,1261227276
14,40,4.5,1261270411
14,51,3.5,1261643377
14,8,1.5,1261701654
15,46,4.5,1261380019
15,58,4.5,1261346111
15,25,3.5,1261489880
15,52,4.5,1261194165
15,34,3.5,1261569874
15,12,2.0,1260852501
15,8,1.0,1260818676
15,10,2.0,1260932532
15,41,3.5,1261376895
15,33,4.5,1261185752
15,28,3.5,1261462662
15,47,4.5,1260896717
15,49,4.5,1261310025
15,1,1.5,1261702026
15,50,4.0,1260945240
15,9,1.5,1261033486
15,60,5.0,1260837623
15,7,1.0,1261676458
16,29,4.0,1260782236
16,49,1.5,1261386433
16,59,2.5,1260853914
16,51,1.5,1261137387
16,52,2.0,1261755261
16,14,5.0,1261656928
16,33,3.5,1260897155
16,9,4.5,1261540817
16,7,5.0,1261706479
16,25,3.0,1261200501
16,40,3.5,1260849093
16,12,4.5,1261714103
16,36,3.5,1260794954
16,54,1.5,1261754848
16,34,3.5,1261521092
16,45,4.5,1260782752
16,41,4.0,1261675714
16,58,1.5,1261601393
16,57,1.5,1260966980
16,5,5.0,1261095676
16,11,4.0,1261277271
16,3,4.0,1261190459
16,42,4.5,1260916729
16,48,1.5,1260987504
16,4,4.5,1261754915
16,50,1.0,1260799809
16,39,3.0,1260810226
16,44,5.0,1261234781
17,32,2.0,1261415884
17,36,1.5,1261711615
17,18,5.0,1261317296
17,55,2.0,1261366847
17,26,4.5,1261034494
17,25,4.0,1261311433
17,29,5.0,1261258883
17,8,4.0,1261303869
17,39,1.5,1261334762
17,14,3.0,1261004690
17,20,5.0,1261187988
17,22,5.0,1261319696
17,24,4.5,1261078278
17,38,1.0,1261458983
17,30,5.0,1260961503
17,28,5.0,1260770344
17,35,2.0,1261351245
17,57,2.0,1261223071
17,19,4.5,1261476912
17,3,3.5,1261016594
17,17,5.0,1261668164
17,40,2.0,1261704439
17,5,3.5,1261615774
17,33,2.5,1261371121
17,23,4.5,1261639889
18,6,2.5,1261362561
18,41,5.0,1260869017
18,21,1.0,1261728897
18,49,4.0,1261574862
18,56,3.0,1261509865
18,52,4.0,1261614778
18,33,4.0,1261652741
18,47,4.5,1261181845
18,45,4.0,1261357260
18,23,1.5,1261578471
18,37,5.0,1261604038
18,18,1.5,1261388661
18,10,1.5,1261679934
18,8,1.5,1261163032
18,24,3.0,1261285338
18,7,1.5,1261308239
18,22,1.0,1261469979
18,36,5.0,1261192816
18,43,4.5,1261544332
18,29,4.0,1260925472
18,39,4.0,1260881744
19,7,1.0,1261236602
19,59,5.0,1261703189
19,54,5.0,1261701082
19,15,4.0,1261082557
19,47,5.0,1261054804
19,60,4.5,1261474080
19,57,5.0,1260842300
19,48,4.0,1260842560
19,52,4.5,1260802642
19,4,1.0,1261086304
19,32,4.0,1261372089
19,55,5.0,1261574624
19,13,1.5,1261587952
19,3,1.5,1261071250
19,31,3.0,1261651027
19,2,1.5,1261756703
19,51,5.0,1261616263
19,45,3.5,1261651964
19,11,1.0,1261417380
19,34,4.0,1260845988
19,42,4.0,1260884991
19,35,4.0,1261660437
20,55,1.0,1261749049
20,36,3.5,1261577007
20,43,5.0,1260891079
20,32,3.0,1260937589
20,52,1.0,1261239488
20,45,5.0,1261082390
20,28,3.0,1260990758
20,9,5.0,1261681588
20,6,5.0,1261486955
20,12,5.0,1261661385
20,56,2.5,1261265047
20,4,5.0,1261669229
20,44,5.0,1261554509
20,7,4.5,1261042097
20,53,1.0,1261273257
20,58,2.5,1261189783
20,19,3.5,1261435555
20,1,5.0,1261632698
20,50,1.5,1261048227
20,8,4.0,1261407074
20,34,4.0,1260790598
20,46,1.5,1261376394
20,11,4.5,1260986286
20,10,4.5,1261571461
20,3,4.5,1261668827
20,14,4.5,1261683044
20,31,4.0,1261483238
21,51,1.0,1261160927
21,22,5.0,1261002373
21,43,3.5,1260929182
21,20,5.0,1261366167
21,17,4.5,1261682159
21,53,2.5,1261597530
21,58,1.0,1261545958
21,5,3.5,1261277349
21,39,1.5,1261311829
21,55,2.0,1261317819
21,52,1.5,1261610887
21,41,3.5,1261413037
21,26,4.5,1261594700
21,23,4.5,1261365791
21,40,1.5,1261368996
21,19,4.0,1261537513
21,36,2.0,1260919081
21,30,4.5,1261476406
21,29,5.0,1260765154
21,16,5.0,1260823288
21,18,5.0,1261204864
22,41,5.0,1261334335
22,42,5.0,1261518746
22,12,2.5,1260974048
22,9,2.5,1261675838
22,37,5.0,1260792320
22,3,3.5,1261272287
22,34,5.0,1261018931
22,17,2.5,1261165845
22,25,3.5,1260859734
22,43,4.0,1260936235
22,51,3.5,1261032797
22,8,2.5,1261488497
22,35,4.5,1261732950
22,47,4.5,1261378369
22,45,4.5,1261691817
22,27,3.0,1260900398
22,23,2.0,1260891632
22,57,4.0,1261703249
22,16,3.0,1261669061
22,40,4.5,1260787380
22,44,5.0,1260829326
22,5,3.0,1260979971
23,2,2.0,1261644691
23,50,4.0,1261137544
23,23,3.5,1261479488
23,46,4.5,1261446220
23,40,3.0,1261754043
23,5,2.5,1261047161
23,32,5.0,1261721854
23,12,1.0,1261038922
23,33,4.5,1260845652
23,11,1.0,1261462724
23,55,4.5,1261019116
23,10,2.0,1261703994
23,59,5.0,1260916795
23,56,5.0,1261688065
23,49,4.5,1261633829
23,52,4.5,1261572348
24,3,4.5,1261624962
24,15,5.0,1261130000
24,4,4.0,1261354923
24,14,4.5,1261057090
24,40,3.5,1261748156
24,38,3.5,1260982536
24,43,5.0,1260785155
24,42,4.5,1261628742
24,11,5.0,1260890691
24,52,1.5,1260793707
24,1,4.5,1261626969
24,39,3.0,1261505788
24,41,5.0,1260917492
24,8,5.0,1261153274
24,53,1.5,1260918476
24,24,3.0,1260919928
24,13,4.5,1261055141
24,46,2.0,1261455595
24,6,5.0,1260891311
25,1,3.5,1261040652
25,57,2.0,1260917056
25,34,1.0,1261319347
25,53,1.0,1261693591
25,27,4.0,1261288992
25,29,5.0,1261501488
25,28,5.0,1261441568
25,36,1.0,1261237366
25,17,5.0,1261178139
25,5,3.5,1260991549
25,22,4.5,1261243965
25,38,1.5,1260795321
25,19,5.0,1261644736
25,58,1.5,1260776772
25,15,4.0,1261153583
25,18,4.5,1261398430
25,37,1.0,1261287014
25,51,2.0,1261672401
25,33,1.5,1261423468
25,54,1.5,1261445684
25,31,1.5,1260898999
25,4,3.0,1261698947
25,56,1.0,1261393122
25,39,2.0,1261212449
25,20,5.0,1261623008
26,36,5.0,1261582346
26,53,3.0,1261230828
26,45,4.5,1261714154
26,48,4.0,1260896084
26,44,5.0,1261341004
26,10,1.0,1261450738
26,12,2.5,1260903539
26,35,4.5,1260880999
26,19,1.0,1261216373
26,34,5.0,1261459336
26,31,5.0,1261514801
26,42,4.0,1261513950
26,41,5.0,1260938785
26,32,5.0,1260822646
26,49,3.5,1261564175
26,6,2.0,1261488532
26,56,3.0,1260914683
27,39,3.5,1261220792
27,54,4.5,1261410844
27,46,4.0,1261005242
27,3,2.5,1261562446
27,49,4.5,1261718125
27,59,4.0,1261299302
27,48,4.5,1261323678
27,55,4.5,1260816993
27,57,4.5,1261530148
27,13,1.5,1261552853
27,12,1.0,1261301015
27,32,4.0,1261086252
27,26,3.5,1261145601
27,11,1.5,1261053054
27,53,5.0,1261601186
27,25,4.0,1261705875
27,47,5.0,1261583899
27,5,2.0,1260835329
28,47,1.5,1261378961
28,9,5.0,1260801828
28,42,5.0,1261614342
28,41,4.5,1261545639
28,14,4.5,1261109877
28,13,4.5,1261015911
28,12,4.0,1261067623
28,15,5.0,1260929963
28,50,1.5,1261626869
28,43,4.5,1261386035
28,3,5.0,1260788301
28,10,5.0,1260952783
28,40,3.5,1261496565
28,8,4.5,1260976029
28,17,3.0,1261017503
28,7,5.0,1260878968
28,2,5.0,1260769699
28,26,3.5,1260778169
28,60,3.0,1261692667
28,34,3.0,1261502537
28,23,3.0,1260974400
29,23,4.5,1261569658
29,20,4.0,1261303897
29,29,4.5,1260962981
29,51,2.5,1261201111
29,21,5.0,1261670297
29,57,1.0,1261609741
29,53,1.5,1261488182
29,18,4.5,1260981317
29,45,4.0,1261750469
29,31,1.0,1261294426
29,30,5.0,1260782429
29,25,4.0,1261200460
29,28,4.0,1261646700
29,34,1.0,1261431280
29,36,1.0,1261323396
29,38,1.5,1260766967
29,14,3.0,1260984371
29,17,4.5,1260923685
29,52,2.5,1261466548
30,45,4.5,1261573037
30,1,4.0,1261686460
30,3,3.0,1261614684
30,38,4.0,1261353305
30,28,3.0,1261289836
30,31,4.0,1260963366
30,36,4.5,1261045166
30,15,3.0,1261419902
30,17,2.0,1260819428
30,34,4.0,1261396420
30,42,5.0,1260859689
30,21,1.0,1261415031
30,32,4.5,1261261754
30,13,1.0,1261162850
30,8,1.5,1261269259
30,43,4.5,1261050444
30,20,1.5,1261387419
30,40,5.0,1261058631
30,39,5.0,1261566655
30,18,2.5,1261049524
30,41,4.5,1261696381
30,48,4.5,1261478401
30,44,5.0,1260812352
30,47,4.0,1260762191
30,26,3.0,1261387864
30,19,2.5,1260762631
31,19,3.0,1260798279
31,58,5.0,1260907702
31,14,3.5,1261013311
31,54,5.0,1261204377
31,55,5.0,1261505434
31,41,3.0,1260856661
31,32,4.5,1261456960
31,34,3.5,1260882257
31,12,1.5,1261028054
31,57,5.0,1261318252
31,6,1.0,1261682482
31,60,5.0,1261080909
31,33,4.5,1261322359
31,3,2.0,1260768503
31,52,5.0,1261378745
31,50,4.0,1261329126
31,2,1.0,1261372777
31,43,3.0,1261174384
31,35,3.0,1260944165
31,56,4.5,1261388720
31,49,4.0,1261230027
31,20,4.5,1261461164
31,24,3.5,1261610378
31,42,4.0,1261011791
31,51,5.0,1261051985
31,5,2.5,1260938830
31,25,4.0,1261320931
32,32,4.0,1261647036
32,42,4.0,1261324609
32,8,4.5,1261741599
32,59,1.0,1261374684
32,46,2.5,1261059931
32,34,3.0,1261305015
32,7,5.0,1261143865
32,2,4.5,1261417441
32,11,5.0,1261519109
32,10,5.0,1260915570
32,31,3.5,1260826695
32,45,5.0,1260876235
32,4,4.5,1261392065
32,44,5.0,1261425165
32,58,2.5,1260953509
32,23,3.0,1261041017
32,6,5.0,1261429739
32,12,4.5,1261645514
32,14,5.0,1261206557
32,43,5.0,1261628049
32,5,4.5,1261292884
32,3,5.0,1261301601
32,47,2.5,1260873914
33,25,4.5,1261026613
33,26,4.5,1261538446
33,37,1.0,1261120278
33,1,3.0,1261105874
33,33,2.5,1261751558
33,24,5.0,1260792787
33,46,3.0,1261361272
33,15,3.5,1261579483
33,31,1.5,1260887046
33,28,4.0,1261444614
33,34,2.5,1260947490
33,11,3.5,1261263409
33,30,4.5,1261403600
33,32,1.5,1261422689
33,36,1.5,1261075364
33,48,3.5,1261260597
33,21,5.0,1261281220
33,51,2.0,1261504466
33,13,3.0,1260782284
33,10,3.0,1261570554
33,23,4.5,1261496266
33,53,1.5,1261029143
33,47,3.0,1261416456
33,29,4.5,1261177495
34,41,4.5,1261325088
34,38,4.5,1261473423
34,6,1.0,1261061929
34,48,5.0,1261125008
34,43,4.5,1260776073
34,2,3.5,1261512158
34,7,1.0,1261669734
34,18,1.0,1261684431
34,11,1.5,1261010351
34,31,4.5,1260994718
34,33,4.5,1261753969
34,3,3.5,1261394775
34,21,2.0,1261172860
34,20,2.5,1261542441
34,45,4.0,1261008430
34,58,3.0,1261380527
34,32,4.5,1261209930
34,34,5.0,1261312343
34,47,5.0,1261420948
35,2,1.5,1261039852
35,52,4.0,1261347158
35,33,5.0,1261624139
35,5,1.5,1260962127
35,51,4.0,1261641766
35,46,5.0,1261691443
35,60,4.5,1261208916
35,12,1.5,1261301777
35,32,5.0,1261271880
35,54,4.0,1260840816
35,48,4.0,1261434714
35,56,5.0,1261306936
35,8,1.5,1260777658
35,50,4.0,1260938635
35,6,1.5,1261465938
35,35,3.0,1261709162
35,53,4.5,1260985058
35,15,3.0,1261344289
35,55,4.0,1261728211
35,7,2.0,1261621371
35,20,4.5,1261159455
35,59,5.0,1261697542
35,28,3.0,1261744325
36,28,4.0,1261309458
36,16,3.0,1261430514
36,34,3.5,1260814426
36,6,4.5,1261254384
36,41,5.0,1260914289
36,13,4.0,1260978780
36,54,2.5,1261491635
36,26,4.0,1261686091
36,2,5.0,1261415005
36,45,5.0,1261365123
36,50,2.5,1261501849
36,11,5.0,1260916547
36,49,1.5,1261495983
36,58,1.5,1261292634
36,52,2.5,1260949237
36,4,4.0,1261188332
36,59,1.0,1260850353
36,20,3.0,1261308844
36,5,4.5,1261130233
36,43,4.5,1261427590
36,12,4.0,1260792866
36,60,3.5,1261098119
37,39,1.5,1261684683
37,48,4.0,1261234595
37,52,1.0,1260857696
37,21,5.0,1261574948
37,5,4.0,1261333578
37,16,5.0,1261094098
37,22,4.0,1261342098
37,1,3.0,1260905295
37,36,1.5,1261480037
37,18,5.0,1260833567
37,35,1.0,1261461098
37,59,2.5,1261295397
37,12,3.5,1261522760
37,13,3.0,1261437743
37,23,4.0,1261527613
37,53,1.0,1261563783
37,19,5.0,1261274693
37,24,5.0,1260998017
37,11,3.5,1261211891
37,45,3.0,1261462814
38,41,4.0,1261630868
38,22,1.0,1261374458
38,45,5.0,1261071023
38,21,2.5,1261241604
38,47,5.0,1261514111
38,10,1.5,1260869155
38,36,4.5,1261070822
38,9,2.0,1261572081
38,19,1.0,1261496685
38,2,3.5,1261635338
38,33,4.5,1261738448
38,37,5.0,1261312091
38,42,5.0,1261195571
38,6,1.0,1261314083
38,48,4.5,1261294381
38,40,4.5,1261121455
38,14,3.5,1261556622
38,8,2.5,1261446687
38,18,2.0,1261323485
38,44,5.0,1260916584
38,34,4.0,1261050077
38,60,3.0,1261323871
38,49,3.0,1261443393
38,32,5.0,1260965940
38,7,1.5,1261640506
38,43,4.0,1261550842
38,35,4.5,1261477675
38,11,1.0,1261683300
39,1,2.5,1261189599
39,12,2.5,1261406341
39,2,1.0,1260925892
39,6,2.5,1260893832
39,24,3.5,1261044521
39,54,4.5,1260797211
39,47,4.5,1261539926
39,44,3.5,1261512298
39,20,4.5,1260858239
39,58,5.0,1261647544
39,32,4.5,1260914378
39,5,1.5,1261082494
39,48,4.5,1261188852
39,25,3.5,1261203865
39,43,4.0,1261014948
39,57,4.0,1261230249
39,40,3.0,1260823200
39,51,5.0,1261460979
39,60,4.0,1261539741
39,7,1.0,1261229529
39,18,3.5,1261447514
39,33,4.5,1260962047
39,52,5.0,1261008768
39,49,4.5,1261269370
39,19,3.5,1261462798
39,55,4.5,1260921777
39,59,5.0,1261451797
40,8,4.5,1261087821
40,19,3.5,1261500280
40,50,1.5,1261647097
40,3,4.0,1261228924
40,14,5.0,1261191548
40,52,2.5,1261507736
40,32,4.0,1261485802
40,40,3.0,1261061523
40,13,4.5,1261268346
40,16,3.0,1261526454
40,38,3.5,1260937570
40,47,1.5,1261268733
40,4,5.0,1261100383
40,55,1.5,1261270603
40,1,4.5,1261266365
41,16,4.5,1260963923
41,18,4.5,1261704238
41,58,1.5,1261742825
41,20,5.0,1261302088
41,59,1.0,1261565970
41,29,5.0,1261092299
41,17,4.0,1260926647
41,19,4.5,1261393947
41,56,2.5,1261168064
41,26,4.5,1261621881
41,25,4.0,1261107980
41,22,5.0,1260809098
41,28,4.5,1261423929
41,13,3.0,1260946954
41,51,1.0,1261283628
42,40,4.0,1261732619
42,18,2.5,1261224918
42,45,4.5,1261649083
42,36,4.5,1261180280
42,13,1.5,1261023598
42,37,4.5,1260952226
42,60,4.0,1261650378
42,12,1.5,1261182602
42,44,5.0,1261483698
42,17,1.5,1261301642
42,43,5.0,1261180614
42,42,4.5,1261467770
42,22,1.0,1261331744
42,23,1.0,1261553448
42,33,5.0,1261167288
42,41,5.0,1261625450
42,48,4.5,1261567258
42,11,1.5,1261525988
42,26,4.0,1260940948
42,6,2.5,1261073063
42,34,5.0,1261008877
42,5,3.5,1260976770
42,38,5.0,1261302625
42,31,4.0,1261099093
42,3,3.5,1261694115
42,57,4.0,1261598319
42,55,3.5,1260817653
42,32,5.0,1261077766
43,60,5.0,1261524612
43,50,5.0,1261744132
43,55,5.0,1261255762
43,20,5.0,1261222937
43,1,1.0,1261343054
43,52,5.0,1260946771
43,8,2.0,1261520019
43,53,4.0,1261399473
43,56,4.5,1261293638
43,48,4.5,1261272313
43,5,1.0,1260827487
43,40,3.0,1261746767
43,4,1.5,1261210610
43,29,3.0,1260782782
43,28,3.5,1261613336
43,22,3.5,1260912245
43,7,2.5,1261710828
44,13,4.5,1261246030
44,42,4.0,1261430009
44,5,4.0,1261459769
44,54,2.0,1261028160
44,25,3.5,1261635110
44,16,3.0,1261079752
44,39,3.5,1261708401
44,41,5.0,1261721261
44,3,5.0,1261573422
44,43,4.5,1261493983
44,9,4.0,1260839811
44,44,5.0,1261223028
44,50,2.5,1260993104
44,49,1.5,1261315690
44,33,3.5,1261158009
44,28,3.0,1261249083
44,48,2.5,1261243146
45,26,5.0,1260793773
45,24,4.5,1261097540
45,56,2.0,1260973764
45,36,1.0,1261301423
45,16,5.0,1261068521
45,7,3.5,1261732125
45,30,5.0,1261237356
45,52,2.0,1261345549
45,17,4.0,1261095227
45,21,4.0,1260923074
45,53,1.5,1261749520
45,18,5.0,1260900365
45,57,1.5,1260821507
45,28,4.0,1261000225
45,34,1.0,1261565564
45,60,4.0,1261319897
45,25,4.0,1261191995
45,12,4.0,1261496954
45,38,1.5,1261466173
45,44,3.5,1261450381
45,1,3.0,1260771828
45,51,1.5,1261275835
45,19,4.0,1261560625
45,33,2.0,1261172523
45,27,4.5,1261458151
45,40,2.0,1260998719
45,55,1.0,1261600675
46,37,5.0,1261521371
46,8,2.5,1261177184
46,31,4.5,1261702927
46,29,4.0,1260968329
46,13,2.0,1260820215
46,32,4.0,1261627584
46,23,1.0,1260936241
46,25,3.0,1261523265
46,42,5.0,1260872688
46,18,2.0,1261503748
46,39,4.5,1261652388
46,36,5.0,1261671743
46,47,5.0,1261028150
46,40,5.0,1261357506
46,45,5.0,1261315718
46,38,5.0,1261709487
46,21,2.0,1260777990
46,17,1.0,1261009541
46,12,1.0,1261129416
46,48,5.0,1261027083
46,41,4.5,1261318351
46,56,3.0,1261491081
46,34,4.5,1261196985
46,28,3.0,1261254164
46,5,4.0,1261411845
47,49,4.5,1261717820
47,58,4.5,1260995562
47,53,4.0,1261144893
47,46,5.0,1261707377
47,10,1.0,1260956227
47,35,3.5,1261549074
47,47,4.5,1261055208
47,56,5.0,1261701324
47,39,4.0,1260809081
47,57,5.0,1260975204
47,50,5.0,1261359541
47,8,2.0,1260870086
47,60,4.5,1261733250
47,32,5.0,1261197458
47,6,2.5,1261408969
47,41,3.5,1261258797
47,20,5.0,1261629820
47,59,4.0,1261170236
47,30,3.0,1261757555
48,49,2.5,1261512494
48,2,4.5,1261401762
48,6,5.0,1261526876
48,27,3.0,1261501800
48,9,4.0,1261216719
48,14,4.5,1260843700
48,54,1.5,1261470935
48,1,4.5,1260805002
48,59,1.5,1261474339
48,57,2.0,1260867946
48,24,3.0,1261494430
48,21,4.0,1261478174
48,42,5.0,1261028956
48,4,4.5,1261154395
48,15,5.0,1261684779
48,10,4.5,1261146699
48,44,4.5,1261541215
48,60,3.0,1260852330
48,23,3.5,1261166085
48,41,4.5,1261245904
48,28,3.0,1261084497
48,51,2.5,1261121916
48,53,1.5,1261112646
48,52,2.5,1261328383
49,23,4.5,1261298376
49,37,1.5,1261459406
49,42,3.5,1261155489
49,35,1.0,1261707385
49,17,5.0,1260898784
49,53,1.0,1260828087
49,30,4.0,1261572560
49,21,4.5,1261502859
49,26,5.0,1261010514
49,6,3.5,1261708349
49,41,3.5,1261194928
49,1,3.0,1260792872
49,29,5.0,1261247535
49,9,3.0,1260844774
49,58,2.0,1260957522
49,20,5.0,1261636550
49,22,5.0,1261709438
49,39,2.5,1261281552
49,40,1.0,1261558482
49,52,1.0,1261105184
49,24,4.5,1261451485
49,43,3.5,1261187276
49,51,2.5,1261062664
49,16,5.0,1261021318
49,25,4.5,1261467672
